county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Collin,R-0002-00A-0030-1,HCA HEALTH SERVICES OF TEXAS INC,"PO BOX 1504, NASHVILLE, TN 37202-1504",1630 COIT RD,PLANO,75075,2160000,MDO,Commercial
Collin,R-0003-00A-0010-1,LIBERTY VENTURE I HOLDINGS LLC,"1800 WAZEE ST STE 500, DENVER, CO 80202-2526",2300 W PLANO PKWY,PLANO,75075,55442177,OCCLR1-3,Commercial
Collin,R-0006-000-0010-1,TEXAS PARKS & RECREATION FOUNDATION,"2100 E CAMPBELL RD STE 100, RICHARDSON, TX 75081-2039",3555 PARK VISTA RD,RICHARDSON,75082,1143050,EXEMPT,Commercial
Collin,R-0007-001-00A0-1,SAHIBZADAH FRIDOON & ROYA,"4576 ETHRIDGE DR, PLANO, TX 75024-3964",701 18TH ST,PLANO,75074,937661,SC,Commercial
Collin,R-0007-001-00C0-1,WALIZADA ISLAM,"729 18TH ST, PLANO, TX 75074-5603",729 18TH ST,PLANO,75074,769370,SC,Commercial
Collin,R-0007-001-00B0-1,VDS EAT LLC,"508 TWILIGHT TRL STE 99, RICHARDSON, TX 75080-8102",1809 G AVE,PLANO,75074,5809850,MFU,Commercial
Collin,R-0008-001-0010-1,DOUGLAS CHARTERS INC,"2309 K AVE STE 100, PLANO, TX 75074-5966",2309 K AVE,PLANO,75074,751838,OMTLR1-3,Commercial
Collin,R-0010-005-0070-1,CHURCH OF THE LIVING GOD,"1201 G AVE, PLANO, TX 75074-6819",1201 G AVE,PLANO,75074,288543,EXEMPT,Commercial
Collin,R-0011-001-0010-1,EKVALL DON JOSEPH,"5668 RANCH LN, MADISONVILLE, TX 77864-7023",4040 W PARK BLVD,PLANO,75093,675000,VC,Commercial
Collin,R-0012-001-0010-1,700 PARKER LLC,"6248 TYNING CIR, FRISCO, TX 75035-7264",2701 W 15TH ST,PLANO,75075,788741,OMTLR1-3,Commercial
Collin,R-0014-004-0260-1,PLANO HOUSING AUTHORITY,"1111 H AVE STE A, PLANO, TX 75074-6842",1320 ARMSTRONG DR,PLANO,75074,150484,F1,Commercial
Collin,R-0014-004-0470-1,PLANO HOUSING AUTHORITY,"1111 H AVE STE A, PLANO, TX 75074-6842",1329 SYLVAN DR,PLANO,75074,153393,F1,Commercial
Collin,R-0022-00A-001R-1,PLANO ISD,"2700 W 15TH ST, PLANO, TX 75075-7524",3300 P AVE,PLANO,75074,8430570,EXEMPT,Commercial
Collin,R-0023-001-0010-1,REGAL NEX GEN REALTY LP,"5712 SETTLEMENT WAY, MCKINNEY, TX 75070-7006",3000 E PLANO PKWY,PLANO,75074,8668100,LI-STIB,Commercial
Collin,R-2214-00A-0050-1,QSR 30 LAND III LLC,"4515 LYNDON B JOHNSON FWY, DALLAS, TX 75244-5905",1706 W UNIVERSITY DR,MCKINNEY,75069,904501,FFR,Commercial
Collin,R-2214-00A-0060-1,LOJON PROPERTY 71 LLC,"2 LIBERTY SQ FL 9, BOSTON, MA 02109-4884",1708 W UNIVERSITY DR,MCKINNEY,75069,814997,FFR,Commercial
Collin,R-2214-00A-0070-1,R & H VENTURES,"PO BOX 2162, DENTON, TX 76202-2162",1714 W UNIVERSITY DR,MCKINNEY,75069,1432360,FFR,Commercial
Collin,R-2207-00M-0010-1,WESTDALE RUSTIC OAKS LTD,"2550 PACIFIC AVE STE 1600, DALLAS, TX 75226-1495",401 FLEMING ST,WYLIE,75098,14850000,MFU,Commercial
Collin,R-2208-00B-0060-1,SE GROUP INC,"121 REGENCY DR, WYLIE, TX 75098-7017",121 REGENCY DR,WYLIE,75098,752046,WHO-STIB,Commercial
Collin,R-2208-00B-0070-1,HAMEED WALA F,"101 REGENCY DR, WYLIE, TX 75098-7017",123 REGENCY DR,WYLIE,75098,213825,C1,Commercial
Collin,R-2208-00B-0080-1,JLM REALTY GROUP LLC,"112 INDUSTRIAL DR, FORNEY, TX 75126-8571",2809 CAPITAL ST,WYLIE,75098,866510,WHO-MTIB,Commercial
Collin,R-2208-00B-0090-1,CHIPMAKER PROPERTIES LLC,"2434 FM 2649, LONE OAK, TX 75453-6127",2807 CAPITAL ST,WYLIE,75098,1141508,WHO-STIB,Commercial
Collin,R-2208-00B-0100-1,WILSON RODGER & PAM,"2805 CAPITAL ST, WYLIE, TX 75098-7003",2805 CAPITAL ST,WYLIE,75098,1124896,WHO-STIB,Commercial
Collin,R-2208-00B-0110-1,AVALON CONCRETE CONSTRUCTION INC,"2803 CAPITAL ST, WYLIE, TX 75098-7003",2803 CAPITAL ST,WYLIE,75098,1131230,WHO-STIB,Commercial
Collin,R-2208-00B-0120-1,KBARK PROPERTIES LLC,"2801 CAPITAL ST, WYLIE, TX 75098-7003",2801 CAPITAL ST,WYLIE,75098,1279521,OSTLR1-3,Commercial
Collin,R-2208-00C-0010-1,AXTELL HOLDING GROUP LLC,"1690 LYNN LN, ALLEN, TX 75002-8049",2814 CAPITAL ST,WYLIE,75098,269619,C1,Commercial
Collin,R-2208-00C-0020-1,PLUMLEE REAL ESTATE LT,"6350 LBJ FWY STE 161, DALLAS, TX 75240-6463",2812 CAPITAL ST,WYLIE,75098,264026,C1,Commercial
Collin,R-2208-00C-0030-1,PLUMLEE REAL ESTATE LT,"6350 LBJ FWY STE 161, DALLAS, TX 75240-6463",2810 CAPITAL ST,WYLIE,75098,264026,C1,Commercial
Collin,R-2208-00C-0040-1,PLUMLEE REAL ESTATE LIMITED,"6350 LBJ FWY STE 161, DALLAS, TX 75240-6463",2808 CAPITAL ST,WYLIE,75098,978000,WHO-STIB,Commercial
Collin,R-2208-00C-0050-1,PLUMLEE REAL ESTATE LIMITED,"6350 LBJ FWY STE 161, DALLAS, TX 75240-6463",2806 CAPITAL ST,WYLIE,75098,784776,WHO-STIB,Commercial
Collin,R-2208-00C-0060-1,JRM LLC,"1448 RIDGEWOOD DR, WINONA, MN 55987-5426",2804 CAPITAL ST,WYLIE,75098,810603,WHO-STIB,Commercial
Collin,R-2208-00C-0070-1,RUBALCAVA RAUL JR,"2360 FM 1378, ST PAUL, TX 75098-7741",2802 CAPITAL ST,WYLIE,75098,673813,WHO-STIB,Commercial
Collin,R-2208-00C-0080-1,MATI LLC,"2800 CAPITAL ST, WYLIE, TX 75098-7002",2800 CAPITAL ST,WYLIE,75098,737836,WHO-STIB,Commercial
Collin,R-2208-00C-0090-1,KBARK PROPERTIES LLC,"2801 CAPITAL ST, WYLIE, TX 75098-7003",2776 CAPITAL ST,WYLIE,75098,750566,WHO-STIB,Commercial
Collin,R-2208-00C-0360-1,VARAICH GURMEET S,"11608 COMPTON TRL, FORT WORTH, TX 76244-5264",2727 EXCHANGE ST,WYLIE,75098,201522,C1,Commercial
Collin,R-2208-00C-0370-1,STREAMLINE ELECTRIC COMPANY,"2801 EXCHANGE ST, WYLIE, TX 75098-7007",2801 EXCHANGE ST,WYLIE,75098,556444,WHO-STIB,Commercial
Collin,R-2208-00C-0380-1,RUBALCAVA RAUL JR,"2360 FM 1378, ST PAUL, TX 75098-7741",2803 EXCHANGE ST,WYLIE,75098,201522,C1,Commercial
Collin,R-2208-00C-0390-1,NGUYEN TAM,"2213 ORCHARD TRL, GARLAND, TX 75040-4441",2805 EXCHANGE ST,WYLIE,75098,201522,C1,Commercial
Collin,R-2208-00C-0400-1,JOHNSON M L & ASSOCIATES,"PO BOX 460897, GARLAND, TX 75046-0897",2807 EXCHANGE ST,WYLIE,75098,201522,C1,Commercial
Collin,R-2208-00C-0410-1,JOHNSON M L & ASSOCIATES,"PO BOX 460897, GARLAND, TX 75046-0897",2809 EXCHANGE ST,WYLIE,75098,305162,OR,Commercial
Collin,R-2208-00C-0420-1,M L JOHNSON & ASSOCIATES INC,"PO BOX 460897, GARLAND, TX 75046-0897",2811 EXCHANGE ST,WYLIE,75098,151142,C1,Commercial
Collin,R-2208-00C-0430-1,PLUMLEE REAL ESTATE LT,"6350 LBJ FWY STE 161, DALLAS, TX 75240-6463",2813 EXCHANGE ST,WYLIE,75098,143580,C1,Commercial
Collin,R-2208-00C-0440-1,AXXESS K PROPERTIES LLC,"211 REGENCY DR, WYLIE, TX 75098-7089",211 REGENCY DR,WYLIE,75098,810832,LI-STIB,Commercial
Collin,R-2208-00D-0030-1,DALLAS KHODROW INC,"19353 PRESTON RD, DALLAS, TX 75252-2438",214 REGENCY DR,WYLIE,75098,495853,C1,Commercial
Collin,R-2208-00D-0040-1,FOUR FRIENDS LLC,"505 AVALANCHE DR, MURPHY, TX 75094-3667",218 REGENCY DR,WYLIE,75098,466685,C1,Commercial
Collin,R-2208-00E-0010-1,WYLIE PEACE CENTER INC,"2812 EXCHANGE ST, WYLIE, TX 75098-7006",2814 EXCHANGE ST,WYLIE,75098,402704,C1,Commercial
Collin,R-2208-00E-0020-1,WYLIE PEACE CENTER INC,"2812 EXCHANGE ST, WYLIE, TX 75098-7006",2812 EXCHANGE ST,WYLIE,75098,400480,WHO-STIB,Commercial
Collin,R-2208-00E-0030-1,HAYES CHARLES & NINA,"2810 EXCHANGE ST, WYLIE, TX 75098-7006",2810 EXCHANGE ST,WYLIE,75098,560723,WHO-STIB,Commercial
Collin,R-2208-00E-0040-1,IBARRA LOURDES &,"502 NEWCASTLE LN, MURPHY, TX 75094-4165",2808 EXCHANGE ST,WYLIE,75098,158200,C1,Commercial
Collin,R-2208-00E-0050-1,TERCERO RAFAEL JUAN ALVAREZ & MARIA DE LOURDES IBARRA,"2806 EXCHANGE ST, WYLIE, TX 75098-7006",2806 EXCHANGE ST,WYLIE,75098,158200,C1,Commercial
Collin,R-2208-00E-0060-1,DALLAS KHODROW INC,"19353 PRESTON RD, DALLAS, TX 75252-2438",2804 EXCHANGE ST,WYLIE,75098,544147,WHO-STIB,Commercial
Collin,R-2208-00E-0070-1,DALLAS KHODRO INC,"19353 PRESTON RD, DALLAS, TX 75252-2438",2802 EXCHANGE ST,WYLIE,75098,555648,WHO-STIB,Commercial
Collin,R-2208-00E-0080-1,GDA INVESTMENTS LLC - SERIES 2800,"1959 BUSINESS PARK BLVD, ARGYLE, TX 76226-4012",2800 EXCHANGE ST,WYLIE,75098,432929,WHO-STIB,Commercial
Collin,R-2208-00E-0090-1,PULATOV KHABIBULLA,"4413 STATEN ISLAND DR, PLANO, TX 75024-3867",2726 EXCHANGE ST,WYLIE,75098,158200,C1,Commercial
Collin,R-2210-00A-0100-1,BURNETT JULIANNA,"3321 CARRIAGE CT, RICHARDSON, TX 75082-3663",14040 COUNTY ROAD 489,NEVADA,75173,86507,GNC,Commercial
Collin,R-2209-000-0000-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",700 E STACY RD,ALLEN,75002,11096179,EXEMPT,Commercial
Collin,R-2211-00A-0010-1,REALTY INCOME TEXAS PROPERTIES,"ATTN: PM DEPT #0309, SAN DIEGO, CA 92130-2539",4120 14TH ST,PLANO,75074,835000,PSDF,Commercial
Collin,R-2213-001-0010-1,ADAJA INVESTMENT LLC,"4400 CEDAR VALLEY DR, PLANO, TX 75024-3862",1217 COIT RD,PLANO,75075,1110847,FFR,Commercial
Collin,R-2218-001-001A-1,CALLOWAYS NURSERY INC,"9003 AIRPORT FWY STE 340, NORTH RICHLAND HILLS, TX 76180-7771",1621 CUSTER RD,PLANO,75075,1424192,GHN,Commercial
Collin,R-2219-001-0010-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",2000 CONVENTION CENTER BLVD,PLANO,75074,11970315,EXEMPT,Commercial
Collin,R-2219-001-0020-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,PLANO,,990634,EXEMPT,Commercial
Collin,R-2221-00A-0030-1,GARWELL LIMITED PARTNERSHIP,"4287 BELT LINE RD, ADDISON, TX 75001-4510",1732 14TH ST,PLANO,75074,627309,ASC,Commercial
Collin,R-6076-000-0100-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,PLANO,,282682,EXEMPT,Commercial
Collin,R-0028-017-0060-1,TEXAS TORAH INSTITUTE,"6506 FRANKFORD RD, DALLAS, TX 75252-5845",6506 FRANKFORD RD,DALLAS,75252,1551422,EXEMPT,Commercial
Collin,R-2217-00R-0010-1,PROGRESSIVE D&M LLC,"6529 MATSON DR, THE COLONY, TX 75056-3749",19310 MIDWAY RD,DALLAS,75287,1129063,PSDF,Commercial
Collin,R-2220-001-0010-1,601 COIT PARTNERS LP,"601 COIT RD, PLANO, TX 75075-5704",601 COIT RD,PLANO,75075,964881,ARS,Commercial
Collin,R-2220-001-0020-1,SOUTHWEST COIT SELF STORAGE LP,"2100 LAKESIDE BLVD STE 425, RICHARDSON, TX 75082-4350",613 COIT RD,PLANO,75075,6939750,SSF,Commercial
Collin,R-2220-001-0030-1,SHARBAF PROPERTIES LLC,"4464 W PLANO PKWY, PLANO, TX 75093-5623",4008 W PLANO PKWY,PLANO,75093,790436,AS,Commercial
Collin,R-7004-000-0230-1,CALMAT CO,"6200 UTSA BLVD BLDG 2, SAN ANTONIO, TX 78249-1617",6601 EUBANKS ST,FRISCO,75034,941621,CRGP,Commercial
Collin,R-6618-000-0240-1,CALMAT CO,"6200 UTSA BLVD BLDG 2, SAN ANTONIO, TX 78249-1617",6601 EUBANKS ST,FRISCO,75034,1238423,CRGP,Commercial
Collin,R-7006-000-0390-1,MAHR DEVELOPMENT CORP,"PO BOX 130, APALACHICOLA, FL 32329-0130",VILLAGE CREEK DR,PLANO,75093,1000,C1,Commercial
Collin,R-0898-007-005B-1,MCKINNEY CITY OF,"PO BOX 517, MCKINNEY, TX 75070-8013",206 MAIN ST,MCKINNEY,75069,426667,EXEMPT,Commercial
Collin,R-1744-00A-0020-1,SILVERWOOD TOWNHOUSES INC,"5609 KELLY LN, PLANO, TX 75093-2421",SILVERWOOD LN,PLANO,75075,530953,C1,Commercial
Collin,R-2229-019-001A-1,MARGOL STUART E,"6869 FRANKFORD RD STE 108, DALLAS, TX 75252-6203",6869 FRANKFORD RD,DALLAS,75252,851345,OMTLR1-3,Commercial
Collin,R-2229-019-0020-1,RLH INVESTMENTS INC TRUSTEE,"1900 N AKARD ST, DALLAS, TX 75201-2729",,DALLAS,75252,3017,C1,Commercial
Collin,R-6033-003-0120-1,NORTH TEXAS MUNICIPAL WATER DISTRICT,"PO BOX 2408, WYLIE, TX 75098-2408",4411 LANDFILL LN,BLUE RIDGE,75424,1105103,EXEMPT,Commercial
Collin,R-6958-004-0020-1,USA,"UNKNOWN, 00000",,FARMERSVILLE,75442,635,F1,Commercial
Collin,R-6216-000-0370-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",,PLANO,,255035,F1,Commercial
Collin,R-6216-000-0380-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",,PLANO,,86850,F1,Commercial
Collin,R-2954-000-0020-1,SHAFFER BRIAN S,"140 E FM 1830, ARGYLE, TX 76226-4300",812 S MCDONALD ST,MCKINNEY,75069,189209,FFR,Commercial
Collin,R-2108-003-0010-1,PROSPERITY BANK,"1301 N MECHANIC ST, EL CAMPO, TX 77437-2633",5400 INDEPENDENCE PKWY,PLANO,75023,1875952,BBR,Commercial
Collin,R-6075-000-0390-1,ROSEWOOD PROPERTY COMPANY,"2101 CEDAR SPRINGS RD STE 1600, DALLAS, TX 75201-1878",,PLANO,75075,1477120,C1,Commercial
Collin,R-7061-000-0090-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",,WYLIE,,161830,F1,Commercial
Collin,R-0783-016-0090-1,USA,"UNKNOWN, 00000",,WYLIE,75098,70000,F1,Commercial
Collin,R-0368-003-0070-1,S75 INVESTMENTS GROUP LLC,"240 FRANCISCO LN UNIT 15399, FREMONT, CA 94539-4066",1504 CUSTER RD,PLANO,75075,1050000,FFR,Commercial
Collin,R-1197-000-0030-1,COX BROTHERS INVESTMENTS MANAGEMENT LLC,"321 N CENTRAL EXPY STE 370, MCKINNEY, TX 75070-3552",180 INDUSTRIAL BLVD,MCKINNEY,75069,1936263,WH-MTIB,Commercial
Collin,R-0396-001-001C-1,PRAIRIE CREEK PROFESSIONAL CENTER LLC,"PO BOX 866185, PLANO, TX 75086-6185",3105 W 15TH ST,PLANO,75075,1383209,MDO,Commercial
Collin,R-0382-00B-002C-1,WORLD ESTATES LLC,"1229 MONICA DR, ALLEN, TX 75013-3351",SILVERSTONE DR,PLANO,75023,42112,PL,Commercial
Collin,R-2244-001-0010-1,BAYLOR HEALTH CARE SYSTEM,"301 N WASHINGTON AVE, DALLAS, TX 75246-1754",1100 ALLIED DR,PLANO,75093,802307,PL,Commercial
Collin,R-2243-00A-0010-1,C&S HAUN HOLDINGS LLC,"13460 MARY LN, GARFIELD, AR 72732-9583",213 COIT RD,PLANO,75075,647400,FSR,Commercial
Collin,R-2263-013-0280-1,BETHEL COMMUNITY CHURCH,"17990 MIDWAY RD, DALLAS, TX 75287-6628",17990 MIDWAY RD,DALLAS,75287,996438,EXEMPT,Commercial
Collin,R-2247-001-0010-1,AMREIT SSPF PRESTON TOWNE CROSSING LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",4901 W PARK BLVD,PLANO,75093,12808666,NBHDC,Commercial
Collin,R-2247-001-0020-1,AMREIT SSPF PRESTON GOLD LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",4817 W PARK BLVD,PLANO,75093,12375000,NBHDC,Commercial
Collin,R-2247-001-0030-1,AMREIT SSPF PRESTON TOWNE CROSSING LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",4801 W PARK BLVD,PLANO,75093,4593221,NBHDC,Commercial
Collin,R-2247-001-0040-1,AMREIT SSPF PRESTON TOWNE CROSSING LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",2104 PRESTON RD,PLANO,75093,3847367,NBHDC,Commercial
Collin,R-2247-001-006R-1,FARMERS BRANCH LLC,"515 LYELL DR STE 101, MODESTO, CA 95356-9257",2000 PRESTON RD,PLANO,75093,3647569,BBR,Commercial
Collin,R-2247-001-007R-1,AMREIT SSPF PTC ANCHOR LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",2400 PRESTON RD,PLANO,75093,10625000,NBHDC,Commercial
Collin,R-2247-001-008R-1,AMREIT SSPF PRESTON TOWNE CROSSING LP,"11000 RICHMOND AVE STE 350, HOUSTON, TX 77042-6702",2408 PRESTON RD,PLANO,75093,2952341,NBHDC,Commercial
Collin,R-6868-000-0370-1,ANNA CITY OF,"PO BOX 776, ANNA, TX 75409-0776",,,,13944,F1,Commercial
Collin,R-0898-003-0010-1,"CITY OF MCKINNEY, TEXAS","PO BOX 517, MCKINNEY, TX 75070-8013",,MCKINNEY,75069,1,J5,Commercial
Collin,R-2260-001-0010-1,PLANO VIETNAMESE BAPTIST CHURCH,"1616 G AVE, PLANO, TX 75074-5727",1616 G AVE,PLANO,75074,815817,EXEMPT,Commercial
Collin,R-2261-00A-0010-1,CBM TWO HOTELS LP,"1717 MCKINNEY AVE STE 1900, DALLAS, TX 75202-1253",4901 W PLANO PKWY,PLANO,75093,6500000,HO,Commercial
Collin,R-2262-001-0010-1,AMRE LIFECARE PORTFOLIO LLC,"8547 E ARAPAHOE RD UNIT J453, GREENWOOD VILLAGE, CO 80112-1436",6800 PRESTON RD,PLANO,75024,10600000,RHAB,Commercial
Collin,R-2256-001-0010-1,PLANO CITY OF,"PO BOX 860358, PLANO, TX 75086-0358",PRESTON MEADOW DR,PLANO,75024,79793,F1,Commercial
Collin,R-1802-00A-0070-1,GCC ASSET MANAGEMENT INC,"PO BOX 2539, SAN ANTONIO, TX 78299-2539",5510 W PLANO PKWY,PLANO,75093,219571,GCDR,Commercial
Collin,R-1629-006-0010-1,SHILOH PARK TOWNHOMES LLC,"3500 E PARK BLVD APT 100, PLANO, TX 75074-3164",3500 E PARK BLVD,PLANO,75074,742435,MFU,Commercial
Collin,R-1629-007-0010-1,SHILOH PARK TOWNHOMES LLC,"3500 E PARK BLVD APT 100, PLANO, TX 75074-3164",3500 E PARK BLVD,PLANO,75074,593948,MFU,Commercial
Collin,R-2251-00A-0010-1,ONCOR ELECTRIC DELIVERY COMPANY,"PO BOX 139100, DALLAS, TX 75313-9100",1600 ALMA DR,PLANO,75075,172825,J3,Commercial
Collin,R-2257-004-0010-1,BOB TESCH INVESTMENTS LLC,"2001 AUBURN HILLS PKWY STE 704, MCKINNEY, TX 75071-3572",,PRINCETON,75407,485542,C1,Commercial
Collin,R-2232-000-0010-1,CF PLANTATION ARCIS LLC,"8343 DOUGLAS AVE STE 200, DALLAS, TX 75225-5887",GOLF COURSE HOLE 1,FRISCO,75035,42525,GCDR,Commercial
Collin,R-2232-000-0020-1,CF PLANTATION ARCIS LLC,"8343 DOUGLAS AVE STE 200, DALLAS, TX 75225-5887",GOLF COURSE HOLE 2,FRISCO,75035,68835,GCDR,Commercial
Collin,R-2232-000-0090-1,CF PLANTATION ARCIS LLC,"8343 DOUGLAS AVE STE 200, DALLAS, TX 75225-5887",GOLF COURSE HOLE 9,FRISCO,75035,58418,GCDR,Commercial
Collin,R-2241-00A-0010-1,FIRST NATIONAL BANK OF OMAHA,"1601 DODGE ST, STOP 3120, OMAHA, NE 68197-0006",2913 LEGACY DR,PLANO,75023,2672558,BBR,Commercial
Collin,R-2235-000-0010-1,ALLEN ISD,"400 S CEDAR DR, ALLEN, TX 75002",1550 EDELWEISS DR,ALLEN,75002,19656410,EXEMPT,Commercial
Collin,R-2235-000-0020-1,ALLEN ISD,"400 S CEDAR DR, ALLEN, TX 75002",1530 EDELWEISS DR,ALLEN,75002,1372098,F1,Commercial
Collin,R-2236-000-00A0-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",BETHANY DR,ALLEN,75002,3766,F1,Commercial
Collin,R-2236-000-00B0-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",BETHANY DR,ALLEN,75002,12116,F1,Commercial
Collin,R-2237-001-0010-1,HUANG GROUP THE,"401 S JUPITER RD, ALLEN, TX 75002-3042",401 S JUPITER RD,ALLEN,75002,848435,PSDF,Commercial
Collin,R-1208-004-003B-1,LEGACY BANK AND TRUST,"3250 E SUNSHINE ST, SPRINGFIELD, MO 65804-2107",17561 DALLAS PKWY,DALLAS,75287,2862145,BBR,Commercial
Collin,R-2282-000-0050-1,MCDONALDS RESTAURANT,"110 N CARPENTER ST #027, CHICAGO, IL 60607-4106",4925 W PARK BLVD,PLANO,75093,2515341,FFR,Commercial
Collin,R-2281-001-0010-1,CP ASHTON APARTMENTS LLC,"2305 CEDAR SPRINGS RD STE 208, DALLAS, TX 75201-6976",2003 SKYLINE DR,MCKINNEY,75071,20250000,MFU,Commercial
Collin,R-2278-00A-0010-1,HNL INVESTMENT PROPERTIES LLC,"818 DURHAM ST, ALLEN, TX 75013-6529",932 14TH ST,PLANO,75074,997446,APS,Commercial
Collin,R-2277-00A-0010-1,PS TEXAS HOLDINGS LTD,"PO BOX 25025, GLENDALE, CA 91221-5025",3309 ALMA DR,PLANO,75023,12908120,SSF,Commercial
Collin,R-2274-018-0030-1,CK NORTH TEXAS D LLC,"1111 BELT LINE RD STE 100, GARLAND, TX 75040-3201",19109 PRESTON RD,DALLAS,75252,1359195,CS,Commercial
Collin,R-2283-00A-0010-1,ALLEN ISD,"400 S CEDAR DR, ALLEN, TX 75002",630 PARK PLACE DR,ALLEN,75002,15791578,EXEMPT,Commercial
Collin,R-2283-00A-0020-1,ALLEN ISD & CITY OF,"200 S CEDAR DR, ALLEN, TX 75002-5002",PARK PLACE DR,ALLEN,75002,8327544,EXEMPT,Commercial
Collin,R-2283-00A-0030-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",724 WHITMAN DR,ALLEN,75002,2193336,EXEMPT,Commercial
Collin,R-2283-00B-0010-1,ALLEN CITY OF,"305 CENTURY PKWY, ALLEN, TX 75013-8042",705 WHITMAN DR,ALLEN,75002,2272479,EXEMPT,Commercial
Collin,R-2275-00A-0010-1,PRINCETON CEMETERY ASSN,"PO BOX 684, PRINCETON, TX 75407-0684",,PRINCETON,,25580,F1,Commercial
Collin,R-2275-00A-0020-1,PRINCETON CEMETERY ASSOCIATION,"PO BOX 684, PRINCETON, TX 75407-0684",,PRINCETON,,450,F1,Commercial
Collin,R-1632-001-004R-1,RETAIL BUILDINGS INC,"PO BOX 25429, OKLAHOMA CITY, OK 73125-0429",1428 INDEPENDENCE PKWY,PLANO,75075,1345742,FFR,Commercial
Collin,R-2271-001-0010-1,WYLIE CITY OF,"300 COUNTRY CLUB DR BLDG 100, WYLIE, TX 75098-3000",S BALLARD AVE,WYLIE,75098,1242157,F1,Commercial
Collin,R-2270-001-0010-1,SEJ ASSET MANAGEMENT & INVESTMENT COMPANY,"1722 ROUTH ST STE 1000, DALLAS, TX 75201-2504",2101 W 15TH ST,PLANO,75075,998000,CS,Commercial
Collin,R-1053-001-003G-1,WRC LAND MANAGEMENT LLC,"3593 COUNTY ROAD 659, FARMERSVILLE, TX 75442-5585",208 S MAIN ST,FARMERSVILLE,75442,60314,WH-STIB,Commercial
Collin,R-6957-006-4700-1,RHODES ARTHUR,"9897 COUNTY ROAD 745, PRINCETON, TX 75407-5176",109 YORKSHIRE DR,PRINCETON,75407,194075,MDO,Commercial
Collin,R-0003-00A-001B-1,STATE OF TEXAS,"PO BOX 3067, DALLAS, TX 75221-3067",,PLANO,,415308,F1,Commercial
Collin,R-6784-002-0840-1,COLLIN COUNTY,"2300 BLOOMDALE RD, MCKINNEY, TX 75071-8517",FM 2862,ANNA,75409,7952,F1,Commercial
Collin,R-2240-00B-006R-1,OPPEL JENKINS GROUP,"PO BOX 797157, DALLAS, TX 75379-7157",1809 MACGREGOR DR,PLANO,75093,1000,F1,Commercial
Collin,R-2279-000-0002-1,HOTHI INVESTMENTS LLC,"1113 BURNET DR, ALLEN, TX 75002-1719",701 S STATE HWY 78,FARMERSVILLE,75442,682100,SC,Commercial
Collin,R-2269-00A-0010-1,SKIPPER BEVERAGE COMPANY INC,"PO BOX 691490, SAN ANTONIO, TX 78269-1490",826 LEGACY DR,PLANO,75023,1150000,CS,Commercial
Collin,R-2287-012-0120-1,FRISCO CITY OF,"6101 FRISCO SQ BLVD STE 1000, FRISCO, TX 75034-3239",OLD PRESTON RD,FRISCO,75035,1386130,EXEMPT,Commercial
Collin,R-6166-005-1890-1,TEXAS-NEW MEXICO POWER CO,"414 SILVER AVE SW # 1025 MS TAX, ALBUQUERQUE, NM 87102-3226",,PRINCETON,75407,20000,J3,Commercial
Collin,R-6918-000-0310-1,KANSAS CITY SOUTHERN RAILWAY CO,"PO BOX 219335, KANSAS CITY, MO 64121-9335",,WYLIE,75098,0,J5,Commercial
Collin,R-1629-008-0010-1,SHILOH PARK TOWNHOMES LLC,"3500 E PARK BLVD APT 100, PLANO, TX 75074-3164",3500 E PARK BLVD,PLANO,75074,1187897,MFU,Commercial
Collin,R-1467-002-002A-1,FWIRE LLC,"2601 NETWORK BLVD STE 202, FRISCO, TX 75034-9063",703 N STATE HWY 78,WYLIE,75098,852000,RE,Commercial
Collin,R-1467-002-003A-1,SADEGHIAN KHOSROW,"PO BOX 50593, DENTON, TX 76206-0593",,WYLIE,75098,8000,F1,Commercial
Collin,R-1467-002-003B-1,SUPER KLEEN COIN LAUNDRY LLC,"3100 OAK CREST DR, FLOWER MOUND, TX 75022-5267",707 N STATE HWY 78,WYLIE,75098,620312,FSR,Commercial
Collin,R-1467-002-003C-1,BOBADILLA MARIO &,"3708 CLOUDCREST DR, PLANO, TX 75074-7766",,WYLIE,75098,119945,C1,Commercial
